Order_ID,Order_Date,Month,Quarter,Region,City,Saree_Type,Fabric,Occasion,Sales_Channel,Customer_Age,Unit_Price_INR,Discount_Pct,Units_Sold,Revenue_INR,Customer_Rating
SAR10375,2026-05-06,May,2026Q2,Delhi NCR,Delhi,Ready-to-Wear,Synthetic Blend,Gift,Offline Store,41,3000,5,7,19950.0,4.3
SAR10376,2026-06-07,June,2026Q2,Karnataka,Bengaluru,Cotton,Cotton,Daily Wear,Online Website,25,1050,0,7,7350.0,3.4
SAR10377,2026-03-30,March,2026Q1,Tamil Nadu,Madurai,Ready-to-Wear,Synthetic Blend,Wedding,Marketplace,44,3300,10,4,11880.0,3.9
SAR10378,2026-12-22,December,2026Q4,Telangana,Warangal,Designer,Synthetic Blend,Office Wear,Offline Store,32,5450,10,5,24525.0,4.8
SAR10379,2026-02-15,February,2026Q1,Telangana,Warangal,Organza,Organza,Daily Wear,Marketplace,40,3850,10,3,10395.0,5.0
SAR10380,2026-01-13,January,2026Q1,Maharashtra,Pune,Kanjivaram Silk,Silk,Daily Wear,Offline Store,20,6150,0,5,30750.0,3.7
SAR10381,2026-01-12,January,2026Q1,Telangana,Warangal,Kanjivaram Silk,Silk,Office Wear,Offline Store,31,9300,25,6,41850.0,3.6
SAR10382,2026-02-17,February,2026Q1,Maharashtra,Mumbai,Georgette,Georgette,Office Wear,Offline Store,33,2600,0,10,26000.0,4.4
SAR10383,2026-08-05,August,2026Q3,Karnataka,Mysuru,Cotton,Cotton,Daily Wear,Online Website,18,1250,5,8,9500.0,3.7
SAR10384,2026-06-08,June,2026Q2,Tamil Nadu,Chennai,Organza,Organza,Office Wear,Marketplace,24,3050,20,3,7320.0,4.4
SAR10385,2026-04-16,April,2026Q2,Karnataka,Mysuru,Linen,Linen,Party,Marketplace,36,2800,5,9,23940.0,4.3
SAR10386,2026-07-15,July,2026Q3,Telangana,Hyderabad,Designer,Synthetic Blend,Wedding,Offline Store,22,3850,5,2,7315.0,4.2
SAR10387,2026-09-20,September,2026Q3,Karnataka,Mysuru,Ready-to-Wear,Synthetic Blend,Party,Online Website,38,4950,20,11,43560.0,4.3
SAR10388,2026-11-01,November,2026Q4,Maharashtra,Pune,Organza,Organza,Party,Social Commerce,30,4100,5,3,11685.0,4.8
SAR10389,2026-10-10,October,2026Q4,Tamil Nadu,Chennai,Linen,Linen,Office Wear,Marketplace,29,1950,0,10,19500.0,4.2
SAR10390,2026-02-08,February,2026Q1,Karnataka,Mysuru,Cotton,Cotton,Wedding,Offline Store,37,1200,0,7,8400.0,3.8
SAR10391,2026-08-15,August,2026Q3,Telangana,Warangal,Linen,Linen,Wedding,Offline Store,31,2050,15,6,10455.0,4.1
SAR10392,2026-07-16,July,2026Q3,Maharashtra,Pune,Banarasi Silk,Silk,Office Wear,Online Website,48,4900,10,2,8820.0,3.9
SAR10393,2026-07-28,July,2026Q3,Delhi NCR,Gurugram,Cotton,Cotton,Office Wear,Offline Store,40,1300,10,4,4680.0,4.9
SAR10394,2026-11-02,November,2026Q4,Kerala,Kochi,Cotton,Cotton,Festival,Marketplace,28,1150,15,8,7820.0,4.1
SAR10395,2026-02-04,February,2026Q1,West Bengal,Kolkata,Designer,Synthetic Blend,Office Wear,Offline Store,35,4500,15,5,19125.0,4.9
SAR10396,2026-10-04,October,2026Q4,West Bengal,Kolkata,Ready-to-Wear,Synthetic Blend,Party,Offline Store,21,5150,10,5,23175.0,3.7
SAR10397,2026-08-02,August,2026Q3,Karnataka,Bengaluru,Linen,Linen,Party,Online Website,20,1900,10,11,18810.0,4.4
SAR10398,2026-03-06,March,2026Q1,Kerala,Thrissur,Linen,Linen,Festival,Offline Store,49,3050,25,4,9150.0,4.5
SAR10399,2026-04-27,April,2026Q2,Telangana,Warangal,Handloom,Handloom,Festival,Online Website,21,3550,10,6,19170.0,4.2
SAR10400,2026-05-21,May,2026Q2,Maharashtra,Pune,Organza,Organza,Gift,Offline Store,31,4250,10,6,22950.0,4.0
SAR10401,2026-05-16,May,2026Q2,Karnataka,Bengaluru,Chiffon,Chiffon,Office Wear,Offline Store,39,2100,5,6,11970.0,4.2
SAR10402,2026-05-30,May,2026Q2,West Bengal,Howrah,Georgette,Georgette,Wedding,Online Website,45,2700,15,6,13770.0,3.9
SAR10403,2026-11-20,November,2026Q4,Kerala,Kochi,Designer,Synthetic Blend,Daily Wear,Online Website,18,8700,10,2,15660.0,4.3
SAR10404,2026-07-10,July,2026Q3,Tamil Nadu,Erode,Ready-to-Wear,Synthetic Blend,Daily Wear,Offline Store,28,2800,15,9,21420.0,4.4
SAR10405,2026-06-20,June,2026Q2,Telangana,Hyderabad,Linen,Linen,Festival,Online Website,29,2200,5,5,10450.0,3.7
SAR10406,2026-11-05,November,2026Q4,West Bengal,Kolkata,Ready-to-Wear,Synthetic Blend,Party,Online Website,34,3600,15,11,33660.0,4.6
SAR10407,2026-01-13,January,2026Q1,Kerala,Kochi,Linen,Linen,Party,Online Website,39,1750,0,6,10500.0,3.9
SAR10408,2026-01-05,January,2026Q1,Kerala,Kochi,Kanjivaram Silk,Silk,Daily Wear,Offline Store,43,11300,0,5,56500.0,4.6
SAR10409,2026-09-08,September,2026Q3,Maharashtra,Pune,Georgette,Georgette,Festival,Offline Store,39,2300,15,11,21505.0,4.6
SAR10410,2026-08-20,August,2026Q3,Tamil Nadu,Madurai,Handloom,Handloom,Office Wear,Offline Store,46,4150,10,11,41085.0,4.1
SAR10411,2026-09-23,September,2026Q3,West Bengal,Kolkata,Linen,Linen,Daily Wear,Online Website,19,3700,0,10,37000.0,4.0
SAR10412,2026-12-31,December,2026Q4,West Bengal,Howrah,Organza,Organza,Festival,Offline Store,37,1850,0,10,18500.0,4.7
SAR10413,2026-07-30,July,2026Q3,Tamil Nadu,Coimbatore,Kanjivaram Silk,Silk,Office Wear,Marketplace,46,9900,10,2,17820.0,3.8
SAR10414,2026-07-01,July,2026Q3,Tamil Nadu,Coimbatore,Kanjivaram Silk,Silk,Party,Offline Store,35,13850,20,2,22160.0,3.5
SAR10415,2026-10-04,October,2026Q4,Tamil Nadu,Madurai,Chiffon,Chiffon,Office Wear,Offline Store,18,1250,10,8,9000.0,5.0
SAR10416,2026-01-08,January,2026Q1,Maharashtra,Pune,Chiffon,Chiffon,Festival,Offline Store,34,2450,10,8,17640.0,3.9
SAR10417,2026-02-02,February,2026Q1,Tamil Nadu,Madurai,Cotton,Cotton,Festival,Online Website,22,1200,0,6,7200.0,4.2
SAR10418,2026-12-30,December,2026Q4,Maharashtra,Pune,Banarasi Silk,Silk,Party,Offline Store,44,5050,0,3,15150.0,4.0
SAR10419,2026-08-18,August,2026Q3,Telangana,Warangal,Kanjivaram Silk,Silk,Wedding,Online Website,19,13800,15,4,46920.0,4.2
SAR10420,2026-04-02,April,2026Q2,Gujarat,Surat,Banarasi Silk,Silk,Daily Wear,Marketplace,32,8300,25,5,31125.0,4.5
SAR10421,2026-08-18,August,2026Q3,Maharashtra,Mumbai,Handloom,Handloom,Daily Wear,Social Commerce,45,4900,5,5,23275.0,3.9
SAR10422,2026-01-28,January,2026Q1,Tamil Nadu,Chennai,Chiffon,Chiffon,Gift,Online Website,28,2350,15,4,7990.0,4.0
SAR10423,2026-10-01,October,2026Q4,Maharashtra,Pune,Georgette,Georgette,Daily Wear,Online Website,49,2150,10,5,9675.0,4.1
SAR10424,2026-09-14,September,2026Q3,West Bengal,Howrah,Kanjivaram Silk,Silk,Wedding,Marketplace,18,13550,15,4,46070.0,4.1
SAR10425,2026-12-13,December,2026Q4,Karnataka,Mysuru,Linen,Linen,Daily Wear,Offline Store,37,1800,5,7,11970.0,3.8
SAR10426,2026-10-29,October,2026Q4,Kerala,Thrissur,Chiffon,Chiffon,Wedding,Marketplace,39,2100,10,10,18900.0,5.0
SAR10427,2026-05-26,May,2026Q2,West Bengal,Howrah,Chiffon,Chiffon,Daily Wear,Offline Store,35,1450,0,13,18850.0,4.4
SAR10428,2026-03-05,March,2026Q1,Maharashtra,Mumbai,Chiffon,Chiffon,Festival,Offline Store,25,2750,5,6,15675.0,4.3
SAR10429,2026-09-06,September,2026Q3,Delhi NCR,Noida,Linen,Linen,Daily Wear,Offline Store,32,2250,10,10,20250.0,4.0
SAR10430,2026-05-08,May,2026Q2,West Bengal,Kolkata,Organza,Organza,Office Wear,Marketplace,43,2600,15,8,17680.0,4.3
SAR10431,2026-09-29,September,2026Q3,Tamil Nadu,Erode,Georgette,Georgette,Office Wear,Online Website,26,2300,20,7,12880.0,3.9
SAR10432,2026-09-12,September,2026Q3,Telangana,Warangal,Chiffon,Chiffon,Wedding,Marketplace,34,2600,5,9,22230.0,4.0
SAR10433,2026-04-07,April,2026Q2,Tamil Nadu,Erode,Handloom,Handloom,Wedding,Offline Store,49,3950,10,7,24885.0,4.5
SAR10434,2026-05-18,May,2026Q2,West Bengal,Howrah,Georgette,Georgette,Office Wear,Offline Store,31,3100,5,6,17670.0,4.3
SAR10435,2026-10-17,October,2026Q4,Kerala,Thrissur,Ready-to-Wear,Synthetic Blend,Wedding,Offline Store,33,3050,5,11,31872.5,4.6
SAR10436,2026-03-17,March,2026Q1,Gujarat,Surat,Linen,Linen,Gift,Online Website,18,1750,5,6,9975.0,3.0
SAR10437,2026-07-03,July,2026Q3,Gujarat,Ahmedabad,Cotton,Cotton,Wedding,Offline Store,38,1750,5,6,9975.0,4.0
SAR10438,2026-12-17,December,2026Q4,Tamil Nadu,Madurai,Handloom,Handloom,Festival,Offline Store,23,2950,15,7,17552.5,4.3
SAR10439,2026-12-14,December,2026Q4,Telangana,Hyderabad,Linen,Linen,Daily Wear,Offline Store,37,1600,0,10,16000.0,4.3
SAR10440,2026-04-20,April,2026Q2,Karnataka,Bengaluru,Ready-to-Wear,Synthetic Blend,Daily Wear,Marketplace,38,3100,15,7,18445.0,4.7
SAR10441,2026-12-14,December,2026Q4,Telangana,Warangal,Linen,Linen,Office Wear,Marketplace,42,2050,10,9,16605.0,4.5
SAR10442,2026-04-20,April,2026Q2,Karnataka,Mysuru,Cotton,Cotton,Party,Offline Store,55,1000,15,6,5100.0,3.7
SAR10443,2026-04-13,April,2026Q2,Tamil Nadu,Madurai,Banarasi Silk,Silk,Daily Wear,Offline Store,18,5300,5,6,30210.0,5.0
SAR10444,2026-08-24,August,2026Q3,Delhi NCR,Delhi,Designer,Synthetic Blend,Daily Wear,Online Website,31,8450,0,3,25350.0,4.0
SAR10445,2026-02-04,February,2026Q1,Tamil Nadu,Coimbatore,Designer,Synthetic Blend,Daily Wear,Social Commerce,21,6750,15,2,11475.0,4.3
SAR10446,2026-01-04,January,2026Q1,Maharashtra,Pune,Cotton,Cotton,Wedding,Offline Store,21,1250,20,6,6000.0,5.0
SAR10447,2026-02-11,February,2026Q1,Gujarat,Surat,Kanjivaram Silk,Silk,Daily Wear,Offline Store,36,7100,10,2,12780.0,4.2
SAR10448,2026-04-30,April,2026Q2,Delhi NCR,Gurugram,Cotton,Cotton,Office Wear,Offline Store,39,1000,20,11,8800.0,4.3
SAR10449,2026-12-24,December,2026Q4,Maharashtra,Pune,Ready-to-Wear,Synthetic Blend,Daily Wear,Marketplace,24,3000,20,4,9600.0,3.9
SAR10450,2026-09-02,September,2026Q3,Delhi NCR,Noida,Cotton,Cotton,Festival,Marketplace,35,1700,10,5,7650.0,4.4
SAR10451,2026-05-17,May,2026Q2,Maharashtra,Pune,Linen,Linen,Daily Wear,Online Website,34,2650,10,7,16695.0,3.2
SAR10452,2026-10-18,October,2026Q4,Karnataka,Bengaluru,Handloom,Handloom,Wedding,Online Website,31,3300,25,9,22275.0,4.2
SAR10453,2026-08-29,August,2026Q3,Kerala,Kochi,Kanjivaram Silk,Silk,Festival,Marketplace,27,9500,0,3,28500.0,3.4
SAR10454,2026-05-31,May,2026Q2,Tamil Nadu,Madurai,Georgette,Georgette,Wedding,Social Commerce,30,2600,0,8,20800.0,4.4
SAR10455,2026-10-04,October,2026Q4,Kerala,Thrissur,Organza,Organza,Wedding,Offline Store,57,3350,5,9,28642.5,4.6
SAR10456,2026-05-19,May,2026Q2,Maharashtra,Mumbai,Handloom,Handloom,Office Wear,Offline Store,28,3300,10,7,20790.0,3.9
SAR10457,2026-07-05,July,2026Q3,West Bengal,Howrah,Banarasi Silk,Silk,Daily Wear,Offline Store,39,9700,5,5,46075.0,4.9
SAR10458,2026-09-19,September,2026Q3,Karnataka,Mysuru,Georgette,Georgette,Daily Wear,Marketplace,35,2050,0,9,18450.0,4.4
SAR10459,2026-08-03,August,2026Q3,Gujarat,Surat,Georgette,Georgette,Wedding,Online Website,26,2050,20,11,18040.0,4.4
SAR10460,2026-10-14,October,2026Q4,Telangana,Hyderabad,Cotton,Cotton,Office Wear,Online Website,21,1600,10,7,10080.0,4.7
SAR10461,2026-02-07,February,2026Q1,Tamil Nadu,Madurai,Cotton,Cotton,Festival,Marketplace,27,1200,10,8,8640.0,3.7
SAR10462,2026-06-18,June,2026Q2,Telangana,Warangal,Organza,Organza,Office Wear,Offline Store,34,4150,25,7,21787.5,3.6
SAR10463,2026-09-29,September,2026Q3,Gujarat,Ahmedabad,Designer,Synthetic Blend,Daily Wear,Social Commerce,53,7400,0,2,14800.0,4.2
SAR10464,2026-10-17,October,2026Q4,Delhi NCR,Gurugram,Ready-to-Wear,Synthetic Blend,Gift,Online Website,23,5200,20,8,33280.0,3.3
SAR10465,2026-04-10,April,2026Q2,Tamil Nadu,Chennai,Handloom,Handloom,Office Wear,Online Website,26,2200,10,5,9900.0,4.2
SAR10466,2026-05-17,May,2026Q2,Telangana,Hyderabad,Organza,Organza,Festival,Online Website,27,3350,15,9,25627.5,4.9
SAR10467,2026-08-08,August,2026Q3,Karnataka,Mysuru,Designer,Synthetic Blend,Daily Wear,Offline Store,32,7400,0,6,44400.0,3.9
SAR10468,2026-03-10,March,2026Q1,Maharashtra,Mumbai,Ready-to-Wear,Synthetic Blend,Wedding,Offline Store,31,3650,10,9,29565.0,3.7
SAR10469,2026-11-07,November,2026Q4,Tamil Nadu,Erode,Chiffon,Chiffon,Daily Wear,Offline Store,29,1550,25,6,6975.0,4.6
SAR10470,2026-11-09,November,2026Q4,Tamil Nadu,Erode,Banarasi Silk,Silk,Wedding,Online Website,32,6200,15,5,26350.0,3.9
SAR10471,2026-07-09,July,2026Q3,Tamil Nadu,Madurai,Designer,Synthetic Blend,Gift,Offline Store,41,5850,10,4,21060.0,4.0
SAR10472,2026-08-13,August,2026Q3,Delhi NCR,Noida,Cotton,Cotton,Wedding,Offline Store,43,1550,0,11,17050.0,4.4
SAR10473,2026-04-27,April,2026Q2,West Bengal,Howrah,Georgette,Georgette,Festival,Social Commerce,40,2900,15,8,19720.0,4.2
SAR10474,2026-01-16,January,2026Q1,Tamil Nadu,Erode,Organza,Organza,Office Wear,Marketplace,29,2450,10,4,8820.0,3.7
SAR10475,2026-08-10,August,2026Q3,West Bengal,Howrah,Banarasi Silk,Silk,Daily Wear,Online Website,24,10200,10,3,27540.0,4.4
SAR10476,2026-09-28,September,2026Q3,Gujarat,Surat,Handloom,Handloom,Wedding,Online Website,44,2600,5,6,14820.0,3.9
SAR10477,2026-12-29,December,2026Q4,Maharashtra,Mumbai,Cotton,Cotton,Festival,Online Website,38,1200,10,10,10800.0,3.8
SAR10478,2026-02-25,February,2026Q1,Tamil Nadu,Erode,Chiffon,Chiffon,Daily Wear,Offline Store,46,1700,15,9,13005.0,5.0
SAR10479,2026-01-04,January,2026Q1,Tamil Nadu,Coimbatore,Banarasi Silk,Silk,Daily Wear,Online Website,48,7350,0,5,36750.0,5.0
SAR10480,2026-12-24,December,2026Q4,Gujarat,Surat,Ready-to-Wear,Synthetic Blend,Daily Wear,Online Website,42,5150,0,9,46350.0,4.2
SAR10481,2026-04-27,April,2026Q2,Tamil Nadu,Erode,Designer,Synthetic Blend,Daily Wear,Marketplace,40,8800,15,2,14960.0,4.5
SAR10482,2026-03-22,March,2026Q1,Maharashtra,Pune,Cotton,Cotton,Daily Wear,Online Website,31,1550,10,4,5580.0,3.9
SAR10483,2026-10-06,October,2026Q4,Karnataka,Mysuru,Handloom,Handloom,Wedding,Offline Store,44,2550,15,7,15172.5,4.6
SAR10484,2026-03-29,March,2026Q1,Delhi NCR,Noida,Cotton,Cotton,Daily Wear,Online Website,43,1050,10,9,8505.0,4.2
SAR10485,2026-02-05,February,2026Q1,Delhi NCR,Noida,Kanjivaram Silk,Silk,Daily Wear,Marketplace,32,13650,0,4,54600.0,5.0
SAR10486,2026-07-11,July,2026Q3,West Bengal,Howrah,Cotton,Cotton,Wedding,Offline Store,18,1800,10,6,9720.0,4.5
SAR10487,2026-02-24,February,2026Q1,Maharashtra,Mumbai,Cotton,Cotton,Festival,Online Website,18,1450,10,6,7830.0,4.5
SAR10488,2026-06-25,June,2026Q2,Tamil Nadu,Erode,Handloom,Handloom,Festival,Offline Store,29,2350,15,7,13982.5,4.4
SAR10489,2026-12-18,December,2026Q4,Tamil Nadu,Coimbatore,Handloom,Handloom,Wedding,Marketplace,26,3700,20,7,20720.0,2.8
SAR10490,2026-10-20,October,2026Q4,Telangana,Hyderabad,Ready-to-Wear,Synthetic Blend,Wedding,Offline Store,38,4500,15,6,22950.0,4.2
SAR10491,2026-08-28,August,2026Q3,Gujarat,Ahmedabad,Cotton,Cotton,Daily Wear,Marketplace,38,1150,0,6,6900.0,3.7
SAR10492,2026-01-02,January,2026Q1,Kerala,Thrissur,Kanjivaram Silk,Silk,Festival,Social Commerce,36,7750,10,2,13950.0,3.9
SAR10493,2026-07-30,July,2026Q3,Maharashtra,Pune,Handloom,Handloom,Festival,Marketplace,18,2250,10,4,8100.0,3.7
SAR10494,2026-03-14,March,2026Q1,Tamil Nadu,Madurai,Georgette,Georgette,Daily Wear,Online Website,48,2250,5,4,8550.0,4.2
SAR10495,2026-04-15,April,2026Q2,West Bengal,Howrah,Chiffon,Chiffon,Gift,Offline Store,39,2150,5,12,24510.0,5.0
SAR10496,2026-03-31,March,2026Q1,Maharashtra,Pune,Cotton,Cotton,Party,Marketplace,27,1350,20,6,6480.0,4.8
SAR10497,2026-05-20,May,2026Q2,Kerala,Kochi,Handloom,Handloom,Wedding,Marketplace,25,3500,10,6,18900.0,4.0
SAR10498,2026-07-06,July,2026Q3,West Bengal,Howrah,Cotton,Cotton,Daily Wear,Offline Store,22,1550,10,8,11160.0,3.9
SAR10499,2026-04-07,April,2026Q2,West Bengal,Kolkata,Georgette,Georgette,Daily Wear,Offline Store,33,2050,0,13,26650.0,4.1
SAR10500,2026-02-12,February,2026Q1,Gujarat,Surat,Banarasi Silk,Silk,Festival,Offline Store,37,8150,0,2,16300.0,3.8
SAR10501,2026-07-24,July,2026Q3,Karnataka,Bengaluru,Linen,Linen,Festival,Offline Store,25,3100,5,4,11780.0,3.8
SAR10502,2026-11-23,November,2026Q4,West Bengal,Kolkata,Kanjivaram Silk,Silk,Wedding,Social Commerce,43,13850,15,4,47090.0,2.7
SAR10503,2026-07-29,July,2026Q3,Gujarat,Surat,Linen,Linen,Daily Wear,Online Website,57,2600,10,5,11700.0,5.0
SAR10504,2026-01-11,January,2026Q1,Delhi NCR,Gurugram,Organza,Organza,Festival,Online Website,24,4250,5,9,36337.5,3.9
SAR10505,2026-08-05,August,2026Q3,Kerala,Kochi,Handloom,Handloom,Gift,Online Website,32,2300,15,10,19550.0,3.9
SAR10506,2026-09-12,September,2026Q3,Tamil Nadu,Erode,Linen,Linen,Gift,Marketplace,26,2200,20,5,8800.0,3.6
SAR10507,2026-12-14,December,2026Q4,Delhi NCR,Gurugram,Linen,Linen,Party,Marketplace,39,2350,10,9,19035.0,3.9
SAR10508,2026-07-13,July,2026Q3,Telangana,Hyderabad,Ready-to-Wear,Synthetic Blend,Party,Offline Store,37,4950,5,7,32917.5,3.9
SAR10509,2026-05-14,May,2026Q2,Tamil Nadu,Erode,Ready-to-Wear,Synthetic Blend,Festival,Online Website,45,2850,5,7,18952.5,3.7
SAR10510,2026-11-30,November,2026Q4,Telangana,Warangal,Cotton,Cotton,Party,Offline Store,24,1450,10,7,9135.0,4.7
SAR10511,2026-08-08,August,2026Q3,West Bengal,Kolkata,Ready-to-Wear,Synthetic Blend,Festival,Offline Store,33,4550,5,10,43225.0,4.1
SAR10512,2026-02-20,February,2026Q1,Kerala,Kochi,Cotton,Cotton,Daily Wear,Online Website,32,1500,10,5,6750.0,3.8
SAR10513,2026-03-28,March,2026Q1,Kerala,Thrissur,Cotton,Cotton,Festival,Online Website,43,1000,10,11,9900.0,3.9
SAR10514,2026-07-05,July,2026Q3,Kerala,Kochi,Linen,Linen,Gift,Online Website,36,2100,0,7,14700.0,5.0
SAR10515,2026-10-08,October,2026Q4,Karnataka,Mysuru,Georgette,Georgette,Gift,Offline Store,34,1400,0,10,14000.0,4.3
SAR10516,2026-05-03,May,2026Q2,West Bengal,Kolkata,Kanjivaram Silk,Silk,Festival,Offline Store,33,6750,10,3,18225.0,4.9
SAR10517,2026-09-22,September,2026Q3,Telangana,Hyderabad,Linen,Linen,Festival,Online Website,43,1800,20,6,8640.0,4.3
SAR10518,2026-11-19,November,2026Q4,Tamil Nadu,Chennai,Ready-to-Wear,Synthetic Blend,Office Wear,Online Website,36,2850,10,6,15390.0,4.4
SAR10519,2026-02-08,February,2026Q1,Telangana,Hyderabad,Chiffon,Chiffon,Daily Wear,Marketplace,59,2700,0,4,10800.0,4.3
SAR10520,2026-03-29,March,2026Q1,Telangana,Warangal,Cotton,Cotton,Daily Wear,Offline Store,28,1050,5,10,9975.0,4.1
SAR10521,2026-05-09,May,2026Q2,Gujarat,Surat,Banarasi Silk,Silk,Festival,Offline Store,33,10100,10,4,36360.0,4.1
SAR10522,2026-09-13,September,2026Q3,Maharashtra,Pune,Georgette,Georgette,Office Wear,Social Commerce,40,2400,0,6,14400.0,4.5
SAR10523,2026-04-26,April,2026Q2,Delhi NCR,Delhi,Handloom,Handloom,Daily Wear,Social Commerce,29,2450,20,3,5880.0,3.9
SAR10524,2026-10-29,October,2026Q4,Gujarat,Ahmedabad,Chiffon,Chiffon,Office Wear,Offline Store,32,2650,15,6,13515.0,4.1
SAR10525,2026-11-24,November,2026Q4,Telangana,Hyderabad,Georgette,Georgette,Office Wear,Offline Store,25,2850,15,7,16957.5,4.2
SAR10526,2026-05-31,May,2026Q2,West Bengal,Howrah,Cotton,Cotton,Daily Wear,Marketplace,45,1400,5,11,14630.0,4.1
SAR10527,2026-09-24,September,2026Q3,Telangana,Hyderabad,Chiffon,Chiffon,Daily Wear,Offline Store,41,2050,5,11,21422.5,4.2
SAR10528,2026-11-23,November,2026Q4,Maharashtra,Mumbai,Ready-to-Wear,Synthetic Blend,Festival,Offline Store,39,2900,10,10,26100.0,4.4
SAR10529,2026-10-29,October,2026Q4,Tamil Nadu,Madurai,Linen,Linen,Office Wear,Offline Store,27,3450,5,7,22942.5,4.5
SAR10530,2026-02-23,February,2026Q1,Tamil Nadu,Coimbatore,Designer,Synthetic Blend,Daily Wear,Online Website,36,8750,15,2,14875.0,4.2
SAR10531,2026-07-29,July,2026Q3,Delhi NCR,Noida,Chiffon,Chiffon,Daily Wear,Offline Store,38,2550,25,6,11475.0,4.4
SAR10532,2026-03-26,March,2026Q1,Maharashtra,Mumbai,Georgette,Georgette,Daily Wear,Offline Store,41,3150,20,5,12600.0,3.6
SAR10533,2026-03-08,March,2026Q1,Maharashtra,Pune,Linen,Linen,Daily Wear,Online Website,21,3400,0,7,23800.0,3.6
SAR10534,2026-08-23,August,2026Q3,West Bengal,Kolkata,Cotton,Cotton,Daily Wear,Marketplace,32,1650,25,5,6187.5,4.5
SAR10535,2026-02-23,February,2026Q1,Tamil Nadu,Madurai,Designer,Synthetic Blend,Office Wear,Offline Store,31,4450,0,2,8900.0,4.7
SAR10536,2026-12-30,December,2026Q4,Kerala,Kochi,Ready-to-Wear,Synthetic Blend,Office Wear,Online Website,40,3650,5,11,38142.5,4.0
SAR10537,2026-01-29,January,2026Q1,Tamil Nadu,Erode,Banarasi Silk,Silk,Gift,Offline Store,25,9900,5,5,47025.0,3.8
SAR10538,2026-10-30,October,2026Q4,Tamil Nadu,Erode,Handloom,Handloom,Office Wear,Offline Store,52,3750,5,11,39187.5,4.2
SAR10539,2026-06-30,June,2026Q2,Telangana,Warangal,Handloom,Handloom,Office Wear,Online Website,34,2300,5,5,10925.0,4.7
SAR10540,2026-01-04,January,2026Q1,Maharashtra,Pune,Handloom,Handloom,Daily Wear,Marketplace,37,2500,0,7,17500.0,3.7
SAR10541,2026-05-21,May,2026Q2,Delhi NCR,Gurugram,Kanjivaram Silk,Silk,Daily Wear,Offline Store,38,9600,5,4,36480.0,4.4
SAR10542,2026-04-09,April,2026Q2,Delhi NCR,Gurugram,Cotton,Cotton,Office Wear,Marketplace,24,1350,10,10,12150.0,4.8
SAR10543,2026-08-02,August,2026Q3,Tamil Nadu,Madurai,Linen,Linen,Wedding,Online Website,35,2450,15,4,8330.0,3.8
SAR10544,2026-04-07,April,2026Q2,Maharashtra,Pune,Chiffon,Chiffon,Daily Wear,Offline Store,36,1900,10,6,10260.0,4.0
SAR10545,2026-04-23,April,2026Q2,Gujarat,Surat,Cotton,Cotton,Wedding,Marketplace,59,1600,10,10,14400.0,4.0
SAR10546,2026-08-14,August,2026Q3,Telangana,Hyderabad,Georgette,Georgette,Gift,Offline Store,25,1400,15,9,10710.0,5.0
SAR10547,2026-06-11,June,2026Q2,Tamil Nadu,Madurai,Banarasi Silk,Silk,Daily Wear,Offline Store,46,4650,25,3,10462.5,4.4
SAR10548,2026-10-06,October,2026Q4,Tamil Nadu,Erode,Cotton,Cotton,Gift,Offline Store,32,1600,5,14,21280.0,4.5
SAR10549,2026-01-22,January,2026Q1,Kerala,Kochi,Ready-to-Wear,Synthetic Blend,Party,Offline Store,47,2500,20,10,20000.0,4.9
SAR10550,2026-12-17,December,2026Q4,Maharashtra,Pune,Designer,Synthetic Blend,Wedding,Online Website,43,3450,10,3,9315.0,4.4
SAR10551,2026-02-18,February,2026Q1,West Bengal,Howrah,Georgette,Georgette,Office Wear,Offline Store,49,2850,10,4,10260.0,3.3
SAR10552,2026-05-06,May,2026Q2,West Bengal,Kolkata,Cotton,Cotton,Office Wear,Offline Store,28,1100,10,12,11880.0,5.0
SAR10553,2026-03-01,March,2026Q1,Delhi NCR,Gurugram,Linen,Linen,Wedding,Offline Store,43,2000,20,6,9600.0,4.4
SAR10554,2026-02-01,February,2026Q1,Kerala,Kochi,Ready-to-Wear,Synthetic Blend,Office Wear,Offline Store,31,3900,25,5,14625.0,3.5
SAR10555,2026-05-21,May,2026Q2,Karnataka,Mysuru,Cotton,Cotton,Wedding,Online Website,32,950,10,12,10260.0,3.7
SAR10556,2026-06-27,June,2026Q2,Tamil Nadu,Chennai,Cotton,Cotton,Party,Offline Store,32,1550,0,11,17050.0,3.9
SAR10557,2026-09-25,September,2026Q3,Tamil Nadu,Madurai,Organza,Organza,Office Wear,Online Website,33,3750,0,6,22500.0,3.7
SAR10558,2026-07-16,July,2026Q3,Tamil Nadu,Coimbatore,Organza,Organza,Office Wear,Offline Store,47,3950,0,6,23700.0,3.7
SAR10559,2026-12-11,December,2026Q4,Maharashtra,Mumbai,Banarasi Silk,Silk,Gift,Marketplace,39,10900,5,5,51775.0,4.1
SAR10560,2026-08-04,August,2026Q3,Gujarat,Ahmedabad,Ready-to-Wear,Synthetic Blend,Festival,Social Commerce,28,4300,15,6,21930.0,3.8
SAR10561,2026-07-11,July,2026Q3,West Bengal,Howrah,Handloom,Handloom,Festival,Marketplace,25,2200,10,4,7920.0,3.6
SAR10562,2026-03-20,March,2026Q1,Tamil Nadu,Erode,Banarasi Silk,Silk,Party,Offline Store,35,8550,10,5,38475.0,5.0
